"","id","URM","URM2","day0","day","homeavoid.x","curraffect","e.excited","e.enthus","e.nerv","e.fear","e.hostile","e.uncertain","e.calm","e.peace","e.indiff","e.homesick","e.guilty","e.happy","e.shame","e.slug","e.sleepy","e.proud","neg.m.x","pos.m.x","er.accept","er.distractbusy","er.rumin","er.prob","er.socsupp","er.benfind","er.conseq","er.selfblame","er.otherblame","er.posfocus","er.beh","er.savor","er.perspect","er.distractonline","er.suppress1","er.suppress2","er.avoid","iof.day","WUcon_hrs","WUcon_mode","WUcon_mode_txt","WUcon_mode_3","WUcon_mode_4","WUcon_mode_5","WUcon_mode_5_txt","famcon","fambff_modes_1","fambff_modes_2","fambff_modes_3","fambff_modes_4","fambff_modes_5","fambff_modes_5_txt","famcon_me","me_famcon","interact","express","suppress","avoid.home","avoid.h_acad","avoid.h_soc","avoid.h_money","avoid.college","avoid.c_acad","avoid.c_soc","avoid.c_money","firstgen","gender","iof.day.y","neg.m.y","pos.m.y","homeavoid.y","er.avoid.y","filter_$","min","missincases","completecases","complete","iof.x.pc","duration.exp","duration","StartDate","EndDate","Date_analysis"
"825",119,1,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2.75,3,2.5,2,0,1,1,0,0,NA,NA,NA,"","",""
"826",119,1,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2.75,3,2.5,2,0,1,1,0,0,NA,NA,NA,"","",""
"827",120,0,1,0,1,1.75,4,2,2,2,2,1,3,2,2,2,1,1,3,1,2,3,1,1.625,2,3,3,2,2,1,1,3,2,1,2,3,1,1,2,3,2,2,5,3,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0.25,1,3,3,1,2,2,2,2,1,1,1,0,1,5,1.625,2,1.75,2,1,1,0,1,0,1.66666666666667,1,275,"4/24/2017 17:07","4/24/2017 17:12","Monday, April 24th"
"828",120,0,1,1,2,1.25,6,1,2,2,1,1,2,2,2,2,1,1,3,1,2,2,2,1.375,2,4,2,2,2,3,2,2,2,1,2,3,1,2,3,3,2,2,4,4,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",1,NA,1,3,4,1,2,1,1,1,1,1,1,0,1,5,1.625,2,1.75,2,0,1,0,1,0,0.666666666666667,1,295,"4/25/2017 20:05","4/25/2017 20:10","Tuesday, April 25th"
"829",120,0,1,2,3,1,7,3,3,2,2,1,2,2,2,1,1,1,3,1,1,2,2,1.375,2.5,3,3,2,2,3,2,2,1,1,3,3,2,2,2,2,1,1,3,5,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.5,0,1,3,3,1,1,1,1,1,1,1,1,0,1,5,1.625,2,1.75,2,0,1,0,1,0,-0.333333333333333,1,170,"4/26/2017 22:24","4/26/2017 22:27","Wednesday, April 26th"
"830",120,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,5,1.625,2,1.75,2,0,1,1,0,0,NA,NA,NA,"","",""
"831",120,0,1,4,5,1.25,6,2,3,1,2,2,2,2,2,1,1,1,3,1,2,2,2,1.5,2.33333333333333,3,2,2,2,2,2,2,2,2,1,3,2,2,3,2,2,1,2,5,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0.5,0.5,1,3,3,1,2,1,1,1,1,1,1,0,1,5,1.625,2,1.75,2,0,1,0,1,0,-1.33333333333333,1,130,"4/28/2017 17:01","4/28/2017 17:04","Friday, April 28th"
"832",120,0,1,5,6,1,4,2,2,2,2,1,2,3,2,1,1,2,2,1,2,2,1,1.625,2,2,1,1,2,2,2,1,2,1,2,2,3,1,2,3,2,1,3,3,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0.25,1,3,4,1,1,1,1,1,1,1,1,0,1,5,1.625,2,1.75,2,0,1,0,1,0,-0.333333333333333,1,285,"4/29/2017 18:43","4/29/2017 18:47","Saturday, April 29th"
"833",120,0,1,6,7,NA,8,2,2,2,1,1,2,2,2,1,1,1,3,1,1,2,2,1.25,2.16666666666667,2,2,2,2,3,2,1,2,1,1,2,2,1,2,2,2,1,3,5,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0.25,1,3,4,2,1,1,NA,1,1,1,1,0,1,5,1.625,2,1.75,2,0,1,0,1,0,-0.333333333333333,1,230,"4/30/2017 17:36","4/30/2017 17:40","Sunday, April 30th"
"834",121,0,1,0,1,3.5,7,4,3,2,1,1,3,3,2,2,1,1,4,1,2,2,2,1.375,3,2,2,1,3,1,1,1,1,1,3,2,2,3,2,4,2,3,3,1,1,NA,1,NA,NA,"",0.5,NA,NA,1,1,NA,"",0,0.5,1,4,2,3,4,4,3,2,2,2,3,0,2,3,1.375,3,3.5,3,1,1,0,1,0,0,1,253,"4/24/2017 18:08","4/24/2017 18:12","Monday, April 24th"
"835",121,0,1,1,2,2.75,4,1,2,1,1,1,1,2,2,3,1,1,2,1,4,4,1,1.75,1.66666666666667,3,2,2,3,1,2,1,1,1,1,1,1,2,4,2,2,1,5,0.75,1,NA,1,1,NA,"",0.5,NA,NA,NA,1,NA,"",0,0.1,1,3,2,3,2,3,3,2,4,3,3,0,2,3,1.375,3,3.5,3,0,1,0,1,0,2,1,182,"4/25/2017 22:29","4/25/2017 22:32","Tuesday, April 25th"
"836",121,0,1,2,3,2.5,4,2,2,3,1,1,2,3,3,3,1,1,3,1,2,2,1,1.5,2.33333333333333,4,4,2,2,2,1,3,1,1,2,2,3,3,4,3,2,1,3,1,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0.25,1,4,3,2,3,3,2,1,2,3,2,0,2,3,1.375,3,3.5,3,0,1,0,1,0,0,1,337,"4/26/2017 17:09","4/26/2017 17:15","Wednesday, April 26th"
"837",121,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,1.375,3,3.5,3,0,1,1,0,0,NA,NA,NA,"","",""
"838",121,0,1,4,5,3.5,7,3,2,3,1,1,1,3,2,1,2,1,3,1,1,3,3,1.625,2.66666666666667,4,3,NA,4,4,3,2,1,3,4,5,4,4,2,2,2,3,2,2,1,NA,1,NA,NA,"",0.5,NA,1,1,NA,NA,"",0.5,0,1,3,2,3,4,3,4,3,4,4,4,0,2,3,1.375,3,3.5,3,0,1,0,1,0,-1,1,144,"4/28/2017 18:55","4/28/2017 18:58","Friday, April 28th"
"839",121,0,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,1.375,3,3.5,3,0,1,1,0,0,NA,NA,NA,"","",""
"840",121,0,1,6,7,3.5,4,1,1,3,3,2,3,2,2,2,3,3,2,3,4,4,1,3.125,1.5,2,4,3,3,3,2,3,2,2,2,1,2,3,4,2,4,4,2,0.5,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,4,1,4,4,3,3,4,3,4,3,0,2,3,1.375,3,3.5,3,0,1,0,1,0,-1,1,193,"4/30/2017 22:39","4/30/2017 22:42","Sunday, April 30th"
"841",122,0,0,0,1,1,8,4,4,3,1,1,2,4,4,2,2,1,5,2,4,4,5,2.25,4.33333333333333,4,4,2,4,4,4,2,2,1,4,4,3,2,3,2,4,2,5,6,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,4,1,1,1,1,1,1,1,1,0,2,5,2.25,4.33333333333333,1,2,1,1,0,1,0,1,1,357,"4/24/2017 21:59","4/24/2017 22:05","Monday, April 24th"
"842",122,0,0,1,2,1,NA,3,4,2,2,2,2,3,3,2,1,2,3,1,3,4,3,2.125,3.16666666666667,4,2,4,4,3,3,2,2,1,5,4,2,2,4,1,4,2,4,9,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0,1,1,1,4,1,1,1,1,1,1,1,1,0,2,5,2.25,4.33333333333333,1,2,0,1,0,1,0,0,1,214,"4/26/2017 1:31","4/26/2017 1:35","Tuesday, April 25th"
"843",122,0,0,2,3,1,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,4,1,1,1,1,1,1,1,1,0,2,5,2.25,4.33333333333333,1,2,0,1,0,1,0,0,0,83,"4/26/2017 21:29","4/26/2017 21:30","Wednesday, April 26th"
"844",122,0,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,2.25,4.33333333333333,1,2,0,1,1,0,0,NA,NA,NA,"","",""
"845",122,0,0,4,5,3,NA,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2.875,2.66666666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,"",0,0,1,3,3,3,3,3,3,3,3,3,3,0,2,5,2.25,4.33333333333333,1,2,0,1,0,1,0,-1,0,107,"4/28/2017 18:00","4/28/2017 18:02","Friday, April 28th"
"846",122,0,0,5,6,1,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,1,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",0,1,1,3,3,1,1,1,1,1,1,1,1,0,2,5,2.25,4.33333333333333,1,2,0,1,0,1,0,0,0,79,"4/29/2017 17:01","4/29/2017 17:03","Saturday, April 29th"
"847",122,0,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,2.25,4.33333333333333,1,2,0,1,1,0,0,NA,NA,NA,"","",""
"848",123,0,0,0,1,3.75,4,2,2,4,1,1,2,4,4,1,2,1,3,2,2,3,3,2,3,4,4,2,2,3,2,2,1,1,3,5,2,4,1,1,5,3,6,5,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0.9,0.1,1,1,5,4,4,3,4,1,2,1,4,0,1,6,2,3,3.75,3,1,1,0,1,0,0,1,275,"4/24/2017 20:11","4/24/2017 20:16","Monday, April 24th"
"849",123,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,2,3,3.75,3,0,1,1,0,0,NA,NA,NA,"","",""
"850",123,0,0,2,3,2.75,6,2,3,1,1,1,2,4,4,2,1,1,4,1,3,4,3,1.625,3.33333333333333,3,2,1,2,4,2,4,1,1,4,4,3,2,3,2,2,3,6,6,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,4,3,2,1,5,1,2,1,5,0,1,6,2,3,3.75,3,0,1,0,1,0,0,1,254,"4/26/2017 20:50","4/26/2017 20:54","Wednesday, April 26th"
"851",123,0,0,3,4,2.25,7,3,2,3,1,2,2,5,4,1,1,1,4,1,2,3,1,1.75,3.16666666666667,4,2,2,2,2,2,3,1,1,4,5,3,3,2,2,1,3,6,7,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,4,2,2,3,2,1,2,1,5,0,1,6,2,3,3.75,3,0,1,0,1,0,0,0,17788,"4/27/2017 18:03","4/27/2017 23:00","Thursday, April 27th"
"852",123,0,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,2,3,3.75,3,0,1,1,0,0,NA,NA,NA,"","",""
"853",123,0,0,5,6,3.5,4,1,1,1,1,1,2,4,3,3,2,4,2,4,4,3,1,2.5,2,3,3,1,2,1,3,4,4,1,3,1,3,3,5,2,2,2,6,1,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,4,2,4,4,2,1,3,4,0,1,6,2,3,3.75,3,0,1,0,1,0,0,0,733,"4/29/2017 17:06","4/29/2017 17:18","Saturday, April 29th"
"854",123,0,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,2,3,3.75,3,0,1,1,0,0,NA,NA,NA,"","",""
"855",124,0,1,0,1,1,6,2,2,2,1,1,2,2,2,2,1,1,3,1,3,4,4,1.75,2.5,4,3,1,2,1,1,1,1,1,2,2,2,2,4,3,1,1,1,0,NA,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,2,4,1,1,1,1,1,1,1,1,0,1,1,1.75,2.5,1,1,1,1,0,1,0,0,0,119,"4/24/2017 17:10","4/24/2017 17:12","Monday, April 24th"
"856",124,0,1,1,2,2.25,3,2,2,4,3,1,4,2,1,2,1,2,3,1,3,5,2,2.5,2,3,5,2,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,4,1,NA,1,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,4,4,3,2,2,2,2,1,1,1,0,1,1,1.75,2.5,1,1,0,1,0,1,0,0,1,178,"4/25/2017 20:29","4/25/2017 20:32","Tuesday, April 25th"
"857",124,0,1,2,3,2,6,3,2,3,1,2,3,1,2,2,1,1,3,1,4,4,2,2.125,2.16666666666667,4,5,3,2,1,1,1,1,1,2,1,3,2,5,2,1,1,1,3,1,NA,1,NA,NA,"",1,NA,NA,NA,1,NA,"",0,1,1,3,3,2,1,3,2,2,2,2,1,0,1,1,1.75,2.5,1,1,0,1,0,1,0,0,1,203,"4/26/2017 22:02","4/26/2017 22:06","Wednesday, April 26th"
"858",124,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1.75,2.5,1,1,0,1,1,0,0,NA,NA,NA,"","",""
"859",124,0,1,4,5,2.25,NA,2,3,2,1,1,3,3,3,3,2,1,3,1,4,4,2,2,2.66666666666667,4,1,3,1,2,1,1,1,1,4,2,3,2,4,2,2,1,1,0,NA,NA,NA,NA,NA,"",0.5,NA,NA,NA,1,NA,"",0,0.5,0,NA,NA,2,2,3,2,1,1,1,1,0,1,1,1.75,2.5,1,1,0,1,0,1,0,0,1,135,"4/28/2017 17:02","4/28/2017 17:04","Friday, April 28th"
"860",124,0,1,5,6,1.75,7,5,5,2,1,1,1,3,3,1,1,1,5,1,2,3,4,1.5,4.16666666666667,4,2,1,1,1,1,1,2,1,2,3,4,3,4,2,2,1,1,0,NA,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,1,2,2,2,1,2,2,2,0,1,1,1.75,2.5,1,1,0,1,0,1,0,0,1,174,"4/29/2017 21:33","4/29/2017 21:36","Saturday, April 29th"
"861",124,0,1,6,7,2.5,3,2,2,4,3,2,3,2,1,2,1,2,2,1,2,3,2,2.25,1.83333333333333,3,2,1,3,1,1,1,3,2,1,1,3,2,2,4,3,1,1,0,NA,NA,NA,NA,NA,"",1,NA,NA,NA,1,NA,"",1,0,0,NA,NA,3,2,3,2,2,1,1,2,0,1,1,1.75,2.5,1,1,0,1,0,1,0,0,1,135,"4/30/2017 17:22","4/30/2017 17:24","Sunday, April 30th"
"862",125,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,"","",""
"863",125,0,0,1,2,2.25,7,4,3,3,2,1,2,3,3,2,1,1,4,1,1,2,3,1.5,3.33333333333333,4,3,3,3,4,3,3,2,1,4,2,4,3,3,2,3,2,2,2.5,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0.25,0.75,1,3,2,2,1,2,4,2,1,1,4,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,428,"4/25/2017 20:20","4/25/2017 20:27","Tuesday, April 25th"
"864",125,0,0,2,3,2.25,4,1,1,2,2,1,2,3,2,3,1,1,2,1,4,4,1,2,1.66666666666667,3,1,3,2,1,1,2,2,1,1,1,1,2,3,4,2,2,2,1,1,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,1,5,2,2,1,2,4,3,1,2,4,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,969,"4/26/2017 20:14","4/26/2017 20:30","Wednesday, April 26th"
"865",125,0,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,"","",""
"866",125,0,0,4,5,2.5,6,1,2,1,1,2,2,4,2,3,1,1,3,1,2,3,2,1.5,2.33333333333333,3,3,3,2,1,1,2,2,1,3,1,3,1,4,4,2,3,2,3.5,1,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,"",0.5,0.5,1,3,4,2,2,2,4,2,1,2,4,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,510,"4/28/2017 22:54","4/28/2017 23:03","Friday, April 28th"
"867",125,0,0,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,"","",""
"868",125,0,0,6,7,2.5,7,2,2,1,1,1,1,4,3,1,1,1,4,1,2,1,2,1.125,2.83333333333333,3,3,1,2,1,2,1,2,1,2,1,2,1,4,3,2,1,2,2,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0.25,1,3,3,2,2,1,5,3,2,2,4,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,336,"4/30/2017 22:29","4/30/2017 22:35","Sunday, April 30th"
"869",126,1,1,0,1,1,6,4,4,1,1,1,4,1,3,1,1,2,3,1,1,3,1,1.375,2.66666666666667,3,4,4,4,3,3,2,4,3,4,2,2,4,3,1,4,4,3,0.5,NA,NA,1,NA,NA,"",0.5,NA,NA,1,1,NA,"",0,0.5,1,5,3,1,1,1,1,2,1,1,1,0,1,3,1.375,2.66666666666667,1,4,1,0,0,1,0,0,0,854,"4/24/2017 22:56","4/24/2017 23:10","Monday, April 24th"
"870",126,1,1,1,2,1,7,4,4,1,2,1,3,3,3,1,1,1,4,1,1,1,3,1.125,3.5,3,4,2,3,3,4,1,2,3,4,3,4,3,4,3,4,4,3,0.5,NA,NA,1,NA,NA,"",0.5,NA,NA,NA,1,NA,"",0,0.5,0,NA,NA,1,1,1,1,1,1,1,1,0,1,3,1.375,2.66666666666667,1,4,0,0,0,1,0,0,0,5956,"4/25/2017 21:12","4/25/2017 22:51","Tuesday, April 25th"
"871",126,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,1.375,2.66666666666667,1,4,0,0,1,0,0,NA,NA,NA,"","",""
"872",126,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,1.375,2.66666666666667,1,4,0,0,1,0,0,NA,NA,NA,"","",""
"873",126,1,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,1.375,2.66666666666667,1,4,0,0,1,0,0,NA,NA,NA,"","",""
"874",126,1,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,1.375,2.66666666666667,1,4,0,0,1,0,0,NA,NA,NA,"","",""
"875",126,1,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,1.375,2.66666666666667,1,4,0,0,1,0,0,NA,NA,NA,"","",""
"876",127,0,1,0,1,1.5,3,1,2,5,4,1,5,2,2,2,2,4,3,2,4,4,1,3.25,1.83333333333333,3,4,2,4,3,3,2,4,1,3,1,1,4,2,2,3,1,3,1,1,NA,1,NA,NA,"",0.5,NA,NA,1,NA,NA,"",0.25,0,1,3,3,2,2,1,1,1,1,1,1,0,1,3,3.25,1.83333333333333,1.5,1,1,1,0,1,0,-0.75,1,316,"4/24/2017 18:26","4/24/2017 18:31","Monday, April 24th"
"877",127,0,1,1,2,1,3,1,1,4,3,2,4,2,1,3,1,3,2,3,3,3,2,2.75,1.5,5,3,1,2,2,3,3,4,1,4,1,1,4,3,2,2,1,4,0,NA,NA,NA,NA,NA,"",0.5,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,1,1,1,1,1,1,1,1,0,1,3,3.25,1.83333333333333,1.5,1,0,1,0,1,0,0.25,1,269,"4/25/2017 22:29","4/25/2017 22:34","Tuesday, April 25th"
"878",127,0,1,2,3,1,4,2,2,3,2,1,3,3,3,3,1,3,2,3,2,2,1,2.125,2.16666666666667,4,3,2,3,3,3,2,3,1,3,2,2,2,3,1,2,3,4,5,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0.5,0.5,1,2,4,1,1,1,1,1,1,1,1,0,1,3,3.25,1.83333333333333,1.5,1,0,1,0,1,0,0.25,1,243,"4/26/2017 23:16","4/26/2017 23:20","Wednesday, April 26th"
"879",127,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,3.25,1.83333333333333,1.5,1,0,1,1,0,0,NA,NA,NA,"","",""
"880",127,0,1,4,5,1,7,4,4,3,1,2,2,3,3,2,2,1,4,1,1,2,4,1.625,3.66666666666667,4,3,2,4,5,4,2,1,1,4,5,2,3,3,1,3,1,4,10,1,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,"",0,1,1,2,4,1,1,1,1,1,1,1,1,0,1,3,3.25,1.83333333333333,1.5,1,0,1,0,1,0,0.25,1,350,"4/28/2017 17:23","4/28/2017 17:29","Friday, April 28th"
